,Servo Displacement (deg),Spring Displacement (deg),Spring Displacement (rad),Tz (Nm),Spring Moment (Nm),Force (N),Fx (N),Fy (N),"Min Laminate Length (m, 2*r)"
128,19.359999999999985,38.719999999999985,0.6757914863722041,-0.17674224,-0.09928156263669484,6.24450794629609,-3.906033636821251,4.872040714051552,0.03179804189234266
129,18.479999999999986,36.959999999999965,0.6450736915371036,-0.16436324,-0.09136085213273505,5.7766514071153034,-3.473253965404323,4.615864856246374,0.031631076793106366
130,17.599999999999987,35.199999999999974,0.6143558967020035,-0.15277923999999998,-0.0840765313431948,5.3427310037822995,-3.079722807182393,4.365785382917628,0.03147324141293065
131,16.719999999999988,33.43999999999998,0.5836381018669035,-0.14139024,-0.07707444243129048,4.921059938497068,-2.7118162164198356,4.106444170647298,0.03132432581377159
132,15.83999999999999,31.679999999999964,0.552920307031803,-0.13140024,-0.07098899607339543,4.5528919067148275,-2.391063322362735,3.8744858888220324,0.03118413418455966
133,14.95999999999999,29.91999999999997,0.5222025121967029,-0.12081424,-0.06471997184018446,4.168424751947881,-2.079169888529078,3.612868318564314,0.03105248418359535
134,14.079999999999991,28.15999999999998,0.4914847173616028,-0.10971624,-0.0583090495544481,3.770484694774436,-1.7794251418547535,3.3241842605462564,0.030929206335333692
135,13.199999999999992,26.399999999999984,0.46076692252650275,-0.09957724000000001,-0.052527626872676154,3.4093192894153854,-1.5159032931478387,3.05376738194044,0.030814143477704812
136,12.319999999999993,24.639999999999993,0.4300491276914027,-0.08967124,-0.046974233086371844,3.0594980448520164,-1.2755520265237452,2.780916272397369,0.030707150256501583
137,11.439999999999994,22.880000000000003,0.3993313328563026,-0.08078024,-0.042044110515886884,2.747254523685567,-1.0681390754971762,2.5311037776643714,0.03060809266371344
138,10.559999999999995,21.119999999999983,0.3686135380212021,-0.07230424,-0.03740852621429074,2.4516638601589964,-0.8833895247467614,2.286980242760615,0.030516847617001387
139,9.679999999999996,19.359999999999992,0.33789574318610205,-0.06343524,-0.03264045845473221,2.145048725572435,-0.7110891381743116,2.023755487367593,0.03043330257779731
140,8.799999999999997,17.599999999999998,0.307177948351002,-0.05375124,-0.027519709614800412,1.8130505393675567,-0.5482118935136026,1.728182854362124,0.030357355205773873
141,7.919999999999997,15.839999999999982,0.2764601535159015,-0.04383224,-0.02234027615144001,1.4751454511608113,-0.402643806063921,1.4191307436310416,0.030288913047672898
142,7.039999999999997,14.07999999999999,0.2457423586808014,-0.03567924,-0.01811168472759079,1.198342509190689,-0.29152850882520526,1.16234069784878,0.03022789325870226
143,6.1599999999999975,12.319999999999997,0.21502456384570134,-0.026454239999999997,-0.013381196764619262,0.8869290222114876,-0.18924531070350767,0.8665040697064027,0.030174222354916975
144,5.279999999999998,10.560000000000004,0.18430676901060128,-0.01766324,-0.008907046958458746,0.5912835531818834,-0.10836163211920649,0.5812692981294083,0.030127835995190855
145,4.399999999999998,8.799999999999986,0.15358897417550077,-0.009741239999999998,-0.004899457271056897,0.325667823768365,-0.04982256437000598,0.3218341863718326,0.030088678791563347
146,3.519999999999998,7.039999999999995,0.1228711793404007,0.00024276000000000072,0.00012183928360174387,-0.008107294998560718,0.0009936482481983015,-0.008046172714560637,0.030056704146913096
147,2.639999999999998,5.280000000000002,0.09215338450530064,0.009272760000000001,0.004646237268959928,-0.3094204011736958,0.028473796157014203,-0.3081074935714801,0.03003187411906769
148,1.759999999999998,3.5199999999999845,0.06143558967020013,0.024354760000000003,0.012188877599715889,-0.812208496235154,0.04986712490458676,-0.8106762061454132,0.030014159310608624
149,2.639999999999998,5.280000000000002,0.09215338450530064,0.01812876,0.009083651507429284,-0.6049340425053218,0.055667850437133355,-0.602367235338659,0.03003187411906769
150,1.759999999999998,3.5199999999999845,0.06143558967020013,0.025050760000000002,0.01253720617324329,-0.8354194461020246,0.05129220644649447,-0.8338433668760961,0.030014159310608624
151,0.8799999999999981,1.7599999999999922,0.030717794835100065,0.034894760000000004,0.0174514964097867,-1.1632958722338762,0.03572826455383479,-1.1627470823306099,0.03000353878377408
