,Servo Displacement (deg),Spring Displacement (deg),Spring Displacement (rad),Tz (Nm),Spring Moment (Nm),Force (N),Fx (N),Fy (N),"Min Laminate Length (m, 2*r)"
91,14.95999999999999,29.91999999999997,0.5222025121967029,0.09373096,0.05021150728385542,-3.233976836570232,1.6130763199348315,-2.8029611066759927,0.03105248418359535
92,15.83999999999999,31.679999999999964,0.552920307031803,0.10146696000000001,0.054817537814385815,-3.5157325510437207,1.8463735415372662,-2.9918690004041824,0.03118413418455966
93,16.719999999999988,33.43999999999998,0.5836381018669035,0.10982996,0.059870348400645874,-3.822610501281669,2.106500891269029,-3.189828371494567,0.03132432581377159
94,17.599999999999987,35.199999999999974,0.6143558967020035,0.11712496,0.06445548734573125,-4.0958912683998285,2.361004090623344,-3.34693665410832,0.03147324141293065
95,18.479999999999986,36.959999999999965,0.6450736915371036,0.12288296,0.06830415327778155,-4.318800382582465,2.596710359935839,-3.450961032987235,0.031631076793106366
96,19.359999999999985,38.719999999999985,0.6757914863722041,0.13045696,0.07328169454926449,-4.60919542136408,2.8831210576342396,-3.5961500802037754,0.03179804189234266
97,20.239999999999984,40.479999999999976,0.7065092812073042,0.13741996,0.07805146768580758,-4.882128308051491,3.1693926363334066,-3.7135060432202467,0.0319743614919284
98,21.119999999999983,42.23999999999997,0.7372270760424042,0.14598596,0.08388380448599567,-5.216609739059008,3.506801235950189,-3.8620412039727796,0.03216027599608283
99,20.239999999999984,40.479999999999976,0.7065092812073042,0.13791596,0.07833318460649479,-4.899749733940376,3.1808321590026125,-3.726909474551745,0.0319743614919284
100,21.119999999999983,42.23999999999997,0.7372270760424042,0.14868596,0.08543522951421201,-5.313090567047257,3.571659276662224,-3.9334693827560447,0.03216027599608283
101,21.999999999999982,43.99999999999996,0.7679448708775043,0.15715096,0.09140192064945313,-5.64975900683784,3.9246523851760142,-4.06409651594023,0.0323560422803275
102,22.87999999999998,45.75999999999995,0.7986626657126044,0.16911196,0.09961442161561719,-6.118458426703284,4.383408746260734,-4.268636934959604,0.03256193461439957
103,21.999999999999982,43.99999999999996,0.7679448708775043,0.16570096,0.09637475964167325,-5.957141408500951,4.138178143423084,-4.285208911380188,0.0323560422803275
104,22.87999999999998,45.75999999999995,0.7986626657126044,0.17257296,0.10165310364148722,-6.243677155259325,4.4731184135770405,-4.355997713179519,0.03256193461439957
105,21.999999999999982,43.99999999999996,0.7679448708775043,0.16838996,0.09793873204519137,-6.053814072602952,4.20533261873611,-4.354749406273527,0.0323560422803275
