,Servo Displacement (deg),Spring Displacement (deg),Spring Displacement (rad),Tz (Nm),Spring Moment (Nm),Force (N),Fx (N),Fy (N)
130,-25.0,49.7865942652674,0.8689399932834432,0.05855322,0.02818247669516779,3.237969371336057,-1.1227756502660335,3.0370743304832213
131,-25.0,49.7865942652674,0.8689399932834432,0.05508222,0.026511836265675996,3.04602447594162,-1.0562181785834615,2.8570383734324003
132,-24.639999999999983,49.03794779157727,0.8558736473841053,0.05199622,0.024980626113115884,2.867987420048137,-0.962771370027103,2.7015593886884117
133,-23.759999999999984,47.2024853964257,0.8238387852921694,0.04918322,0.02353472665704212,2.6965882060953663,-0.8325478038017275,2.5648493342957877
134,-22.879999999999985,45.36027142465851,0.7916860859585899,0.046322220000000004,0.022091734562931925,2.5254959890166306,-0.7120152704678513,2.4230485437068077
135,-21.999999999999986,43.51248208724631,0.7594360781375027,0.04346122,0.02067127850453645,2.357111691016523,-0.6017982969901594,2.2789941495463557
136,-21.119999999999987,41.66025670492872,0.72710864672705,0.04068422,0.019309971355035885,2.1957363412480504,-0.5026659217709823,2.1374248644964116
137,-20.239999999999988,39.804692652650836,0.6947229445331526,0.03806822,0.018041042903346394,2.0452264154434325,-0.4148166653117065,2.002717709665361
138,-19.35999999999999,37.94684090214546,0.6622973144728936,0.03549922,0.016807459596964357,1.8991732131022454,-0.33621395527282305,1.869176040303564
139,-18.47999999999999,36.08770218784765,0.6298492226571026,0.033444220000000004,0.01582765130855135,1.7822545993594363,-0.2701787044394427,1.7616568691448653
140,-17.59999999999999,34.22822380771197,0.5973952025540843,0.03122122,0.014776522806074988,1.657796108168306,-0.2097791177861352,1.6444697193925013
141,-16.71999999999999,32.369297057664134,0.5649508102123519,0.028849220000000002,0.013661078020521389,1.5267620485373221,-0.1555820843345241,1.5188141979478613
142,-15.839999999999993,30.511755286687873,0.5325305903154898,0.02667722,0.012644687688390055,1.4075092821505661,-0.1093743506322685,1.4032532311609947
143,-14.959999999999994,28.656372549181444,0.5001480526613369,0.02443922,0.011599684622698262,1.2858281303428847,-0.06940672684436712,1.283953537730174
144,-14.079999999999995,26.803862822388126,0.4678156585035729,0.02238522,0.010643212704946843,1.1747557511223505,-0.03610708551270909,1.1742007295053158
145,-13.199999999999996,24.954879749506063,0.43554481606813855,0.020374220000000002,0.009707173453920755,1.0667387795180825,-0.008532500543010154,1.0667046546079246
146,-12.319999999999997,23.11001686354566,0.40334588446028485,0.01866722,0.008915107221354919,0.9753098601290037,0.013866751268025447,0.9752112778645083
147,-11.439999999999998,21.26980824307092,0.3712281851094179,0.016773220000000002,0.008031935564245205,0.8746923066187999,0.03140215582450087,0.8741284435754797
148,-10.559999999999999,19.434729548558824,0.33920001985698267,0.01485522,0.007134256197869303,0.7733554883694994,0.04411225513507257,0.7720963802130698
149,-9.68,17.605199387090142,0.30726869477481067,0.012987219999999999,0.006256741490038088,0.6750849745842384,0.052405278157938925,0.673047850996191
150,-8.8,15.781580953284575,0.27544054880484126,0.01122922,0.005427857794628806,0.5829225635614709,0.05692697717237213,0.5801362205371194
151,-7.920000000000001,13.964183895639666,0.24372098633288042,0.00936522,0.004542724701028975,0.4855918834629065,0.05687590174297492,0.4822495298971025
152,-7.040000000000001,12.153266359522746,0.21211451284553684,0.007785219999999999,0.0037900961443379398,0.4032609824651472,0.05485684786747179,0.39951238556620594
153,-6.160000000000001,10.349037160829965,0.18062477286772882,0.00611222,0.002986823655971233,0.31633177611085755,0.04883410186300055,0.31253963440287663
154,-5.280000000000001,8.551658047565342,0.14925458943468506,0.004521219999999999,0.0022178762376160606,0.2338255303812803,0.0402548603395545,0.2303343762383939
155,-4.400000000000001,6.761246010163961,0.11800600441469111,0.0027882199999999997,0.0013731228878567452,0.14411769203778438,0.027293053884383786,0.14150971121432543
156,-3.5200000000000014,4.977875605116675,0.08688031906399107,0.00102322,0.0005059085023455242,0.0528655464896681,0.010892848552885146,0.05173114976544758
157,-2.6400000000000015,3.2015812602379166,0.05587813426130106,-0.00045678000000000016,-0.00022674680492982798,-0.023592935721515034,-0.005241555839406973,-0.023003319507017218
158,-1.7600000000000016,1.4323595336299044,0.024999389934172278,-0.0013617800000000002,-0.0006786936579864713,-0.07032494770310656,-0.016719113702299983,-0.06830863420135289
159,-0.8800000000000017,-0.3298286980415893,-0.005756596748391907,-0.0022497800000000003,-0.0011257259648282311,-0.11617839630335972,-0.029367414386716768,-0.11240540351717691
