n,t,x,y,z,,,,,,,,,,,,,,,,,,,,,,,,
2293,10.714953,0.204624,0.072914,0.342399,,,,,,,,,,,,,,,,,,,,,,,,
2294,10.719626,0.204729,0.070409,0.342325,,,,,,,,,,,,,,,,,,,,,,,,
2295,10.724299,0.204783,0.067786,0.342184,,,,,,,,,,,,,,,,,,,,,,,,
2296,10.728972,0.204765,0.065496,0.342025,,,,,,,,,,,,,,,,,,,,,,,,
2297,10.733645,0.204754,0.063378,0.341764,,,,,,,,,,,,,,,,,,,,,,,,
2298,10.738318,0.204739,0.061965,0.3416,,,,,,,,,,,,,,,,,,,,,,,,
2299,10.742991,0.204766,0.061319,0.341525,,,,,,,,,,,,,,,,,,,,,,,,
2300,10.747664,0.204762,0.061593,0.341523,,,,,,,,,,,,,,,,,,,,,,,,
2301,10.752336,0.204744,0.062713,0.341548,,,,,,,,,,,,,,,,,,,,,,,,
2302,10.757009,0.204706,0.064072,0.341608,,,,,,,,,,,,,,,,,,,,,,,,
2303,10.761682,0.204695,0.065736,0.341728,,,,,,,,,,,,,,,,,,,,,,,,
2304,10.766355,0.204631,0.067688,0.34182,,,,,,,,,,,,,,,,,,,,,,,,
2305,10.771028,0.204583,0.069616,0.34188,,,,,,,,,,,,,,,,,,,,,,,,
2306,10.775701,0.204493,0.071705,0.341948,,,,,,,,,,,,,,,,,,,,,,,,
2307,10.780374,0.204512,0.073738,0.342,,,,,,,,,,,,,,,,,,,,,,,,
2308,10.785047,0.204545,0.075763,0.342035,,,,,,,,,,,,,,,,,,,,,,,,
2309,10.78972,0.204495,0.077914,0.342025,,,,,,,,,,,,,,,,,,,,,,,,
2310,10.794393,0.204451,0.08008,0.341979,,,,,,,,,,,,,,,,,,,,,,,,
2311,10.799065,0.204432,0.082288,0.341927,,,,,,,,,,,,,,,,,,,,,,,,
2312,10.803738,0.204404,0.084398,0.341877,,,,,,,,,,,,,,,,,,,,,,,,
2313,10.808411,0.204449,0.086433,0.341814,,,,,,,,,,,,,,,,,,,,,,,,
2314,10.813084,0.204478,0.088444,0.341768,,,,,,,,,,,,,,,,,,,,,,,,
2315,10.817757,0.204494,0.090335,0.341699,,,,,,,,,,,,,,,,,,,,,,,,
2316,10.82243,0.20454,0.092021,0.341653,,,,,,,,,,,,,,,,,,,,,,,,
2317,10.827103,0.204618,0.093458,0.341674,,,,,,,,,,,,,,,,,,,,,,,,
2318,10.831776,0.20466,0.094748,0.341726,,,,,,,,,,,,,,,,,,,,,,,,
2319,10.836449,0.204697,0.095914,0.341772,,,,,,,,,,,,,,,,,,,,,,,,
2320,10.841121,0.204846,0.096493,0.341821,,,,,,,,,,,,,,,,,,,,,,,,
2321,10.845794,0.204835,0.097013,0.341872,,,,,,,,,,,,,,,,,,,,,,,,
2322,10.850467,0.204925,0.097388,0.341845,,,,,,,,,,,,,,,,,,,,,,,,
2323,10.85514,0.204954,0.097632,0.341841,,,,,,,,,,,,,,,,,,,,,,,,
2324,10.859813,0.204976,0.09763,0.341931,,,,,,,,,,,,,,,,,,,,,,,,
2325,10.864486,0.204947,0.097531,0.341979,,,,,,,,,,,,,,,,,,,,,,,,
2326,10.869159,0.204864,0.097178,0.342009,,,,,,,,,,,,,,,,,,,,,,,,
2327,10.873832,0.204934,0.096413,0.342188,,,,,,,,,,,,,,,,,,,,,,,,
2328,10.878505,0.204997,0.095557,0.342293,,,,,,,,,,,,,,,,,,,,,,,,
2329,10.883178,0.204997,0.094528,0.342398,,,,,,,,,,,,,,,,,,,,,,,,
2330,10.88785,0.204908,0.093596,0.342497,,,,,,,,,,,,,,,,,,,,,,,,
2331,10.892523,0.204834,0.092225,0.342585,,,,,,,,,,,,,,,,,,,,,,,,
2332,10.897196,0.204833,0.0906,0.342625,,,,,,,,,,,,,,,,,,,,,,,,
2333,10.901869,0.204835,0.088808,0.342685,,,,,,,,,,,,,,,,,,,,,,,,
2334,10.906542,0.204874,0.086751,0.342742,,,,,,,,,,,,,,,,,,,,,,,,
2335,10.911215,0.204865,0.084671,0.34273,,,,,,,,,,,,,,,,,,,,,,,,
2336,10.915888,0.204827,0.082415,0.342686,,,,,,,,,,,,,,,,,,,,,,,,
2337,10.920561,0.204649,0.080219,0.342597,,,,,,,,,,,,,,,,,,,,,,,,
2338,10.925234,0.204638,0.077626,0.342517,,,,,,,,,,,,,,,,,,,,,,,,
2339,10.929907,0.204678,0.074957,0.342531,,,,,,,,,,,,,,,,,,,,,,,,
2340,10.934579,0.204725,0.072452,0.342554,,,,,,,,,,,,,,,,,,,,,,,,
2341,10.939252,0.204791,0.069976,0.342448,,,,,,,,,,,,,,,,,,,,,,,,
2342,10.943925,0.204808,0.067492,0.342212,,,,,,,,,,,,,,,,,,,,,,,,
2343,10.948598,0.204785,0.065213,0.342009,,,,,,,,,,,,,,,,,,,,,,,,
2344,10.953271,0.204715,0.063273,0.341685,,,,,,,,,,,,,,,,,,,,,,,,
2345,10.957944,0.204674,0.062002,0.341485,,,,,,,,,,,,,,,,,,,,,,,,
2346,10.962617,0.204682,0.061468,0.341366,,,,,,,,,,,,,,,,,,,,,,,,
2347,10.96729,0.20465,0.061889,0.341292,,,,,,,,,,,,,,,,,,,,,,,,
2348,10.971963,0.204641,0.063061,0.341281,,,,,,,,,,,,,,,,,,,,,,,,
2349,10.976636,0.204587,0.064431,0.341312,,,,,,,,,,,,,,,,,,,,,,,,
2350,10.981308,0.204524,0.066184,0.34136,,,,,,,,,,,,,,,,,,,,,,,,
2351,10.985981,0.20452,0.067992,0.341581,,,,,,,,,,,,,,,,,,,,,,,,
2352,10.990654,0.204492,0.069905,0.341671,,,,,,,,,,,,,,,,,,,,,,,,
2353,10.995327,0.204387,0.072056,0.341709,,,,,,,,,,,,,,,,,,,,,,,,
2354,11,0.204437,0.074058,0.341773,,,,,,,,,,,,,,,,,,,,,,,,
2355,11.004673,0.204435,0.076168,0.341784,,,,,,,,,,,,,,,,,,,,,,,,
2356,11.009346,0.204379,0.078339,0.341779,,,,,,,,,,,,,,,,,,,,,,,,
2357,11.014019,0.20438,0.080406,0.341844,,,,,,,,,,,,,,,,,,,,,,,,
2358,11.018692,0.204378,0.082606,0.341826,,,,,,,,,,,,,,,,,,,,,,,,
2359,11.023364,0.204364,0.084691,0.341812,,,,,,,,,,,,,,,,,,,,,,,,
2360,11.028037,0.204443,0.086675,0.341809,,,,,,,,,,,,,,,,,,,,,,,,
2361,11.03271,0.204504,0.088595,0.341793,,,,,,,,,,,,,,,,,,,,,,,,
2362,11.037383,0.20452,0.09042,0.341721,,,,,,,,,,,,,,,,,,,,,,,,
2363,11.042056,0.204561,0.092045,0.341682,,,,,,,,,,,,,,,,,,,,,,,,
2364,11.046729,0.204623,0.093389,0.341737,,,,,,,,,,,,,,,,,,,,,,,,
2365,11.051402,0.204687,0.094633,0.341794,,,,,,,,,,,,,,,,,,,,,,,,
2366,11.056075,0.204718,0.095667,0.341829,,,,,,,,,,,,,,,,,,,,,,,,
2367,11.060748,0.204866,0.09606,0.34195,,,,,,,,,,,,,,,,,,,,,,,,
2368,11.065421,0.204897,0.09655,0.341977,,,,,,,,,,,,,,,,,,,,,,,,
2369,11.070093,0.204871,0.09705,0.341938,,,,,,,,,,,,,,,,,,,,,,,,
2370,11.074766,0.2049,0.097159,0.34201,,,,,,,,,,,,,,,,,,,,,,,,
2371,11.079439,0.204901,0.097113,0.342117,,,,,,,,,,,,,,,,,,,,,,,,
2372,11.084112,0.20491,0.096852,0.342213,,,,,,,,,,,,,,,,,,,,,,,,
2373,11.088785,0.204962,0.096272,0.342351,,,,,,,,,,,,,,,,,,,,,,,,
2374,11.093458,0.205052,0.095458,0.342481,,,,,,,,,,,,,,,,,,,,,,,,
2375,11.098131,0.205067,0.094566,0.342617,,,,,,,,,,,,,,,,,,,,,,,,
2376,11.102804,0.205017,0.093616,0.342697,,,,,,,,,,,,,,,,,,,,,,,,
2377,11.107477,0.204972,0.092353,0.34281,,,,,,,,,,,,,,,,,,,,,,,,
2378,11.11215,0.204931,0.090925,0.342843,,,,,,,,,,,,,,,,,,,,,,,,
2379,11.116822,0.204927,0.089276,0.342866,,,,,,,,,,,,,,,,,,,,,,,,
2380,11.121495,0.204854,0.087484,0.342878,,,,,,,,,,,,,,,,,,,,,,,,
2381,11.126168,0.204898,0.085353,0.342883,,,,,,,,,,,,,,,,,,,,,,,,
2382,11.130841,0.204899,0.083186,0.342857,,,,,,,,,,,,,,,,,,,,,,,,
2383,11.135514,0.204805,0.080924,0.342756,,,,,,,,,,,,,,,,,,,,,,,,
2384,11.140187,0.204684,0.078609,0.342605,,,,,,,,,,,,,,,,,,,,,,,,
2385,11.14486,0.20467,0.07608,0.34256,,,,,,,,,,,,,,,,,,,,,,,,
2386,11.149533,0.204721,0.073501,0.342578,,,,,,,,,,,,,,,,,,,,,,,,
2387,11.154206,0.204794,0.071089,0.342536,,,,,,,,,,,,,,,,,,,,,,,,
2388,11.158879,0.204788,0.068665,0.342328,,,,,,,,,,,,,,,,,,,,,,,,
2389,11.163551,0.204802,0.06627,0.342136,,,,,,,,,,,,,,,,,,,,,,,,
2390,11.168224,0.204748,0.064281,0.341902,,,,,,,,,,,,,,,,,,,,,,,,
2391,11.172897,0.204703,0.06262,0.341665,,,,,,,,,,,,,,,,,,,,,,,,
2392,11.17757,0.204728,0.061727,0.341564,,,,,,,,,,,,,,,,,,,,,,,,
2393,11.182243,0.204753,0.061611,0.341533,,,,,,,,,,,,,,,,,,,,,,,,
2394,11.186916,0.204762,0.062443,0.341544,,,,,,,,,,,,,,,,,,,,,,,,
2395,11.191589,0.204757,0.063699,0.341608,,,,,,,,,,,,,,,,,,,,,,,,
2396,11.196262,0.204754,0.065129,0.341759,,,,,,,,,,,,,,,,,,,,,,,,
2397,11.200935,0.204677,0.067029,0.341871,,,,,,,,,,,,,,,,,,,,,,,,
2398,11.205607,0.204615,0.068965,0.341987,,,,,,,,,,,,,,,,,,,,,,,,
2399,11.21028,0.204585,0.070891,0.342083,,,,,,,,,,,,,,,,,,,,,,,,
2400,11.214953,0.204545,0.072986,0.342179,,,,,,,,,,,,,,,,,,,,,,,,
2401,11.219626,0.204644,0.074924,0.342276,,,,,,,,,,,,,,,,,,,,,,,,
2402,11.224299,0.204641,0.076984,0.342273,,,,,,,,,,,,,,,,,,,,,,,,
2403,11.228972,0.204528,0.079228,0.342233,,,,,,,,,,,,,,,,,,,,,,,,
2404,11.233645,0.204529,0.081301,0.342186,,,,,,,,,,,,,,,,,,,,,,,,
2405,11.238318,0.204505,0.083475,0.342113,,,,,,,,,,,,,,,,,,,,,,,,
2406,11.242991,0.204519,0.08546,0.342094,,,,,,,,,,,,,,,,,,,,,,,,
2407,11.247664,0.204641,0.087256,0.342112,,,,,,,,,,,,,,,,,,,,,,,,
2408,11.252336,0.20465,0.089127,0.342056,,,,,,,,,,,,,,,,,,,,,,,,
2409,11.257009,0.204613,0.090864,0.341985,,,,,,,,,,,,,,,,,,,,,,,,
2410,11.261682,0.20467,0.092219,0.342021,,,,,,,,,,,,,,,,,,,,,,,,
2411,11.266355,0.204755,0.093433,0.342052,,,,,,,,,,,,,,,,,,,,,,,,
2412,11.271028,0.20482,0.094503,0.3421,,,,,,,,,,,,,,,,,,,,,,,,
2413,11.275701,0.204864,0.095252,0.342117,,,,,,,,,,,,,,,,,,,,,,,,
2414,11.280374,0.204959,0.095642,0.342219,,,,,,,,,,,,,,,,,,,,,,,,
2415,11.285047,0.204985,0.096037,0.342211,,,,,,,,,,,,,,,,,,,,,,,,
2416,11.28972,0.204947,0.096274,0.342208,,,,,,,,,,,,,,,,,,,,,,,,
2417,11.294393,0.204948,0.096258,0.342298,,,,,,,,,,,,,,,,,,,,,,,,
2418,11.299065,0.204963,0.095994,0.342328,,,,,,,,,,,,,,,,,,,,,,,,
2419,11.303738,0.204959,0.095566,0.342337,,,,,,,,,,,,,,,,,,,,,,,,
2420,11.308411,0.204989,0.094873,0.342457,,,,,,,,,,,,,,,,,,,,,,,,
2421,11.313084,0.205,0.093977,0.342478,,,,,,,,,,,,,,,,,,,,,,,,
2422,11.317757,0.204965,0.09295,0.342488,,,,,,,,,,,,,,,,,,,,,,,,
2423,11.32243,0.204827,0.091891,0.342543,,,,,,,,,,,,,,,,,,,,,,,,
2424,11.327103,0.204802,0.090488,0.34258,,,,,,,,,,,,,,,,,,,,,,,,
2425,11.331776,0.204784,0.088917,0.342577,,,,,,,,,,,,,,,,,,,,,,,,
2426,11.336449,0.204819,0.087047,0.342657,,,,,,,,,,,,,,,,,,,,,,,,
2427,11.341121,0.204815,0.085058,0.342689,,,,,,,,,,,,,,,,,,,,,,,,
2428,11.345794,0.204779,0.083019,0.342613,,,,,,,,,,,,,,,,,,,,,,,,
2429,11.350467,0.204741,0.080749,0.342572,,,,,,,,,,,,,,,,,,,,,,,,
2430,11.35514,0.204688,0.078408,0.342521,,,,,,,,,,,,,,,,,,,,,,,,
2431,11.359813,0.204648,0.075966,0.342489,,,,,,,,,,,,,,,,,,,,,,,,
2432,11.364486,0.204696,0.073452,0.342516,,,,,,,,,,,,,,,,,,,,,,,,
2433,11.369159,0.204749,0.071136,0.342438,,,,,,,,,,,,,,,,,,,,,,,,
2434,11.373832,0.20473,0.068759,0.342228,,,,,,,,,,,,,,,,,,,,,,,,
2435,11.378505,0.204814,0.066279,0.342124,,,,,,,,,,,,,,,,,,,,,,,,
2436,11.383178,0.204787,0.06435,0.341982,,,,,,,,,,,,,,,,,,,,,,,,
2437,11.38785,0.204739,0.062739,0.341775,,,,,,,,,,,,,,,,,,,,,,,,
2438,11.392523,0.204801,0.061708,0.341746,,,,,,,,,,,,,,,,,,,,,,,,
2439,11.397196,0.204836,0.061544,0.341747,,,,,,,,,,,,,,,,,,,,,,,,
2440,11.401869,0.204843,0.06227,0.341722,,,,,,,,,,,,,,,,,,,,,,,,
2441,11.406542,0.204893,0.06337,0.34188,,,,,,,,,,,,,,,,,,,,,,,,
2442,11.411215,0.204869,0.064878,0.341978,,,,,,,,,,,,,,,,,,,,,,,,
2443,11.415888,0.204768,0.066699,0.342011,,,,,,,,,,,,,,,,,,,,,,,,
2444,11.420561,0.204686,0.06863,0.34211,,,,,,,,,,,,,,,,,,,,,,,,
2445,11.425234,0.204644,0.070559,0.342193,,,,,,,,,,,,,,,,,,,,,,,,
2446,11.429907,0.204671,0.072406,0.342306,,,,,,,,,,,,,,,,,,,,,,,,
2447,11.434579,0.204646,0.074531,0.342338,,,,,,,,,,,,,,,,,,,,,,,,
2448,11.439252,0.204688,0.076544,0.342349,,,,,,,,,,,,,,,,,,,,,,,,
2449,11.443925,0.20457,0.078817,0.342287,,,,,,,,,,,,,,,,,,,,,,,,
2450,11.448598,0.204545,0.080935,0.342274,,,,,,,,,,,,,,,,,,,,,,,,
2451,11.453271,0.204579,0.083019,0.342251,,,,,,,,,,,,,,,,,,,,,,,,
2452,11.457944,0.20454,0.085149,0.342184,,,,,,,,,,,,,,,,,,,,,,,,
2453,11.462617,0.204587,0.087036,0.342119,,,,,,,,,,,,,,,,,,,,,,,,
2454,11.46729,0.204667,0.088866,0.342055,,,,,,,,,,,,,,,,,,,,,,,,
2455,11.471963,0.204615,0.090719,0.341938,,,,,,,,,,,,,,,,,,,,,,,,
2456,11.476636,0.204613,0.092317,0.341821,,,,,,,,,,,,,,,,,,,,,,,,
2457,11.481308,0.204705,0.093564,0.341874,,,,,,,,,,,,,,,,,,,,,,,,
2458,11.485981,0.204745,0.094788,0.341919,,,,,,,,,,,,,,,,,,,,,,,,
2459,11.490654,0.204801,0.09579,0.341949,,,,,,,,,,,,,,,,,,,,,,,,
2460,11.495327,0.204914,0.096226,0.342032,,,,,,,,,,,,,,,,,,,,,,,,
2461,11.5,0.204917,0.096726,0.342082,,,,,,,,,,,,,,,,,,,,,,,,
2462,11.504673,0.204934,0.097145,0.342032,,,,,,,,,,,,,,,,,,,,,,,,
2463,11.509346,0.204976,0.097262,0.342115,,,,,,,,,,,,,,,,,,,,,,,,
2464,11.514019,0.204992,0.097175,0.342242,,,,,,,,,,,,,,,,,,,,,,,,
2465,11.518692,0.204967,0.096962,0.3423,,,,,,,,,,,,,,,,,,,,,,,,
2466,11.523364,0.204966,0.096426,0.342408,,,,,,,,,,,,,,,,,,,,,,,,
2467,11.528037,0.205079,0.095487,0.342545,,,,,,,,,,,,,,,,,,,,,,,,
2468,11.53271,0.205043,0.094597,0.342624,,,,,,,,,,,,,,,,,,,,,,,,
2469,11.537383,0.204999,0.093626,0.34266,,,,,,,,,,,,,,,,,,,,,,,,
2470,11.542056,0.204938,0.092372,0.342755,,,,,,,,,,,,,,,,,,,,,,,,
2471,11.546729,0.204891,0.090925,0.342728,,,,,,,,,,,,,,,,,,,,,,,,
2472,11.551402,0.204866,0.089234,0.342717,,,,,,,,,,,,,,,,,,,,,,,,
2473,11.556075,0.20482,0.087386,0.342733,,,,,,,,,,,,,,,,,,,,,,,,
2474,11.560748,0.204828,0.085285,0.342684,,,,,,,,,,,,,,,,,,,,,,,,
2475,11.565421,0.204745,0.083253,0.342538,,,,,,,,,,,,,,,,,,,,,,,,
2476,11.570093,0.204658,0.080969,0.342424,,,,,,,,,,,,,,,,,,,,,,,,
2477,11.574766,0.204622,0.078588,0.342387,,,,,,,,,,,,,,,,,,,,,,,,
2478,11.579439,0.204605,0.076171,0.342406,,,,,,,,,,,,,,,,,,,,,,,,
2479,11.584112,0.204646,0.073799,0.342426,,,,,,,,,,,,,,,,,,,,,,,,
2480,11.588785,0.204645,0.071492,0.342281,,,,,,,,,,,,,,,,,,,,,,,,
2481,11.593458,0.204709,0.069014,0.342125,,,,,,,,,,,,,,,,,,,,,,,,
2482,11.598131,0.204733,0.06675,0.341965,,,,,,,,,,,,,,,,,,,,,,,,
2483,11.602804,0.204689,0.064861,0.341746,,,,,,,,,,,,,,,,,,,,,,,,
2484,11.607477,0.204623,0.063227,0.341544,,,,,,,,,,,,,,,,,,,,,,,,
2485,11.61215,0.204667,0.062184,0.341477,,,,,,,,,,,,,,,,,,,,,,,,
2486,11.616822,0.20472,0.061855,0.341462,,,,,,,,,,,,,,,,,,,,,,,,
2487,11.621495,0.204716,0.062442,0.341474,,,,,,,,,,,,,,,,,,,,,,,,
2488,11.626168,0.20474,0.063548,0.341568,,,,,,,,,,,,,,,,,,,,,,,,
2489,11.630841,0.204732,0.064889,0.341717,,,,,,,,,,,,,,,,,,,,,,,,
2490,11.635514,0.2047,0.066541,0.341848,,,,,,,,,,,,,,,,,,,,,,,,
2491,11.640187,0.204636,0.068377,0.34199,,,,,,,,,,,,,,,,,,,,,,,,
2492,11.64486,0.204598,0.070352,0.342073,,,,,,,,,,,,,,,,,,,,,,,,
2493,11.649533,0.204596,0.072217,0.342194,,,,,,,,,,,,,,,,,,,,,,,,
2494,11.654206,0.204646,0.074171,0.342286,,,,,,,,,,,,,,,,,,,,,,,,
2495,11.658879,0.204615,0.076286,0.342278,,,,,,,,,,,,,,,,,,,,,,,,
2496,11.663551,0.204566,0.078359,0.342224,,,,,,,,,,,,,,,,,,,,,,,,
2497,11.668224,0.204462,0.08059,0.342191,,,,,,,,,,,,,,,,,,,,,,,,
2498,11.672897,0.204526,0.082603,0.342153,,,,,,,,,,,,,,,,,,,,,,,,
2499,11.67757,0.2045,0.08463,0.342078,,,,,,,,,,,,,,,,,,,,,,,,
2500,11.682243,0.204498,0.086667,0.341997,,,,,,,,,,,,,,,,,,,,,,,,
2501,11.686916,0.204539,0.088511,0.341911,,,,,,,,,,,,,,,,,,,,,,,,
2502,11.691589,0.204513,0.090263,0.341767,,,,,,,,,,,,,,,,,,,,,,,,
2503,11.696262,0.204515,0.091797,0.341712,,,,,,,,,,,,,,,,,,,,,,,,
2504,11.700935,0.204556,0.09312,0.341728,,,,,,,,,,,,,,,,,,,,,,,,
2505,11.705607,0.204617,0.094321,0.341726,,,,,,,,,,,,,,,,,,,,,,,,
2506,11.71028,0.204697,0.0951,0.341738,,,,,,,,,,,,,,,,,,,,,,,,
2507,11.714953,0.204748,0.095672,0.341806,,,,,,,,,,,,,,,,,,,,,,,,
2508,11.719626,0.204838,0.095995,0.341848,,,,,,,,,,,,,,,,,,,,,,,,
2509,11.724299,0.204835,0.096303,0.341823,,,,,,,,,,,,,,,,,,,,,,,,
2510,11.728972,0.204867,0.096362,0.341903,,,,,,,,,,,,,,,,,,,,,,,,
2511,11.733645,0.204846,0.096286,0.34198,,,,,,,,,,,,,,,,,,,,,,,,
2512,11.738318,0.204865,0.095951,0.342043,,,,,,,,,,,,,,,,,,,,,,,,
2513,11.742991,0.204896,0.095392,0.342156,,,,,,,,,,,,,,,,,,,,,,,,
2514,11.747664,0.204958,0.094477,0.342285,,,,,,,,,,,,,,,,,,,,,,,,
2515,11.752336,0.204906,0.093687,0.342349,,,,,,,,,,,,,,,,,,,,,,,,
2516,11.757009,0.204883,0.092538,0.342462,,,,,,,,,,,,,,,,,,,,,,,,
2517,11.761682,0.204841,0.091273,0.342513,,,,,,,,,,,,,,,,,,,,,,,,
2518,11.766355,0.204826,0.089704,0.342546,,,,,,,,,,,,,,,,,,,,,,,,
2519,11.771028,0.20476,0.088024,0.342567,,,,,,,,,,,,,,,,,,,,,,,,
2520,11.775701,0.204719,0.086183,0.342568,,,,,,,,,,,,,,,,,,,,,,,,
2521,11.780374,0.20475,0.084059,0.342484,,,,,,,,,,,,,,,,,,,,,,,,
2522,11.785047,0.204687,0.081957,0.342445,,,,,,,,,,,,,,,,,,,,,,,,
2523,11.78972,0.204637,0.079606,0.342401,,,,,,,,,,,,,,,,,,,,,,,,
2524,11.794393,0.204622,0.077127,0.342349,,,,,,,,,,,,,,,,,,,,,,,,
2525,11.799065,0.204589,0.074634,0.342346,,,,,,,,,,,,,,,,,,,,,,,,
2526,11.803738,0.204669,0.072041,0.342373,,,,,,,,,,,,,,,,,,,,,,,,
2527,11.808411,0.204746,0.069664,0.342292,,,,,,,,,,,,,,,,,,,,,,,,
2528,11.813084,0.204765,0.067261,0.342176,,,,,,,,,,,,,,,,,,,,,,,,
2529,11.817757,0.20482,0.064922,0.342012,,,,,,,,,,,,,,,,,,,,,,,,
2530,11.82243,0.204711,0.063097,0.341717,,,,,,,,,,,,,,,,,,,,,,,,
2531,11.827103,0.204705,0.061892,0.341549,,,,,,,,,,,,,,,,,,,,,,,,
2532,11.831776,0.204686,0.061502,0.341415,,,,,,,,,,,,,,,,,,,,,,,,
2533,11.836449,0.204688,0.061995,0.341355,,,,,,,,,,,,,,,,,,,,,,,,
2534,11.841121,0.204604,0.063321,0.341297,,,,,,,,,,,,,,,,,,,,,,,,
2535,11.845794,0.204563,0.06468,0.341292,,,,,,,,,,,,,,,,,,,,,,,,
2536,11.850467,0.204459,0.066451,0.341252,,,,,,,,,,,,,,,,,,,,,,,,
2537,11.85514,0.204391,0.068372,0.341328,,,,,,,,,,,,,,,,,,,,,,,,
2538,11.859813,0.204362,0.070192,0.341421,,,,,,,,,,,,,,,,,,,,,,,,
2539,11.864486,0.204275,0.072258,0.34144,,,,,,,,,,,,,,,,,,,,,,,,
2540,11.869159,0.204298,0.07435,0.34146,,,,,,,,,,,,,,,,,,,,,,,,
2541,11.873832,0.204303,0.076411,0.341476,,,,,,,,,,,,,,,,,,,,,,,,
2542,11.878505,0.204224,0.07862,0.341459,,,,,,,,,,,,,,,,,,,,,,,,
2543,11.883178,0.204261,0.080718,0.341494,,,,,,,,,,,,,,,,,,,,,,,,
2544,11.88785,0.20425,0.082916,0.341492,,,,,,,,,,,,,,,,,,,,,,,,
2545,11.892523,0.204273,0.08491,0.341529,,,,,,,,,,,,,,,,,,,,,,,,
2546,11.897196,0.204332,0.086924,0.341521,,,,,,,,,,,,,,,,,,,,,,,,
2547,11.901869,0.204401,0.088879,0.341524,,,,,,,,,,,,,,,,,,,,,,,,
2548,11.906542,0.20442,0.090694,0.341475,,,,,,,,,,,,,,,,,,,,,,,,
2549,11.911215,0.204486,0.092291,0.341432,,,,,,,,,,,,,,,,,,,,,,,,
2550,11.915888,0.204571,0.093574,0.34153,,,,,,,,,,,,,,,,,,,,,,,,
2551,11.920561,0.204583,0.094889,0.341553,,,,,,,,,,,,,,,,,,,,,,,,
2552,11.925234,0.204604,0.095914,0.341615,,,,,,,,,,,,,,,,,,,,,,,,
2553,11.929907,0.204795,0.096246,0.341785,,,,,,,,,,,,,,,,,,,,,,,,
2554,11.934579,0.204865,0.096764,0.341873,,,,,,,,,,,,,,,,,,,,,,,,
2555,11.939252,0.204862,0.097196,0.34186,,,,,,,,,,,,,,,,,,,,,,,,
2556,11.943925,0.204911,0.097293,0.341951,,,,,,,,,,,,,,,,,,,,,,,,
2557,11.948598,0.204926,0.097244,0.342078,,,,,,,,,,,,,,,,,,,,,,,,
2558,11.953271,0.204894,0.096981,0.342172,,,,,,,,,,,,,,,,,,,,,,,,
2559,11.957944,0.204939,0.096429,0.34232,,,,,,,,,,,,,,,,,,,,,,,,
2560,11.962617,0.205029,0.09561,0.34245,,,,,,,,,,,,,,,,,,,,,,,,
2561,11.96729,0.205043,0.094767,0.342591,,,,,,,,,,,,,,,,,,,,,,,,
2562,11.971963,0.205017,0.093734,0.342672,,,,,,,,,,,,,,,,,,,,,,,,
2563,11.976636,0.204976,0.092438,0.3428,,,,,,,,,,,,,,,,,,,,,,,,
2564,11.981308,0.204944,0.090967,0.342856,,,,,,,,,,,,,,,,,,,,,,,,
2565,11.985981,0.204957,0.089295,0.342905,,,,,,,,,,,,,,,,,,,,,,,,
2566,11.990654,0.204891,0.087492,0.342945,,,,,,,,,,,,,,,,,,,,,,,,
2567,11.995327,0.204932,0.085392,0.342968,,,,,,,,,,,,,,,,,,,,,,,,
2568,12,0.204967,0.08312,0.342973,,,,,,,,,,,,,,,,,,,,,,,,
2569,12.004673,0.204915,0.080799,0.342965,,,,,,,,,,,,,,,,,,,,,,,,
2570,12.009346,0.204771,0.078541,0.342791,,,,,,,,,,,,,,,,,,,,,,,,
2571,12.014019,0.204724,0.075999,0.342705,,,,,,,,,,,,,,,,,,,,,,,,
2572,12.018692,0.204775,0.073347,0.342719,,,,,,,,,,,,,,,,,,,,,,,,
2573,12.023364,0.204859,0.070885,0.342713,,,,,,,,,,,,,,,,,,,,,,,,
2574,12.028037,0.204907,0.068325,0.342618,,,,,,,,,,,,,,,,,,,,,,,,
2575,12.03271,0.204877,0.065985,0.342321,,,,,,,,,,,,,,,,,,,,,,,,
2576,12.037383,0.204845,0.063792,0.3421,,,,,,,,,,,,,,,,,,,,,,,,
2577,12.042056,0.204824,0.062188,0.341816,,,,,,,,,,,,,,,,,,,,,,,,
2578,12.046729,0.204797,0.061381,0.341648,,,,,,,,,,,,,,,,,,,,,,,,
2579,12.051402,0.204794,0.061394,0.341563,,,,,,,,,,,,,,,,,,,,,,,,
2580,12.056075,0.204781,0.062359,0.341535,,,,,,,,,,,,,,,,,,,,,,,,
2581,12.060748,0.204748,0.063694,0.341535,,,,,,,,,,,,,,,,,,,,,,,,
2582,12.065421,0.204708,0.065271,0.341635,,,,,,,,,,,,,,,,,,,,,,,,
2583,12.070093,0.204634,0.067217,0.341765,,,,,,,,,,,,,,,,,,,,,,,,
2584,12.074766,0.204545,0.069197,0.341858,,,,,,,,,,,,,,,,,,,,,,,,
2585,12.079439,0.204517,0.071148,0.341949,,,,,,,,,,,,,,,,,,,,,,,,
2586,12.084112,0.204464,0.073336,0.342044,,,,,,,,,,,,,,,,,,,,,,,,
2587,12.088785,0.204612,0.075209,0.342165,,,,,,,,,,,,,,,,,,,,,,,,
2588,12.093458,0.204554,0.077415,0.342189,,,,,,,,,,,,,,,,,,,,,,,,
2589,12.098131,0.204547,0.079551,0.342223,,,,,,,,,,,,,,,,,,,,,,,,
