n,t,x,y,z,,,,,,,,,,,,,,,,,,,,,,,,
2590,12.102804,0.204517,0.08183,0.342234,,,,,,,,,,,,,,,,,,,,,,,,
2591,12.107477,0.204543,0.084025,0.342233,,,,,,,,,,,,,,,,,,,,,,,,
2592,12.11215,0.204582,0.086168,0.342262,,,,,,,,,,,,,,,,,,,,,,,,
2593,12.116822,0.204657,0.088182,0.342222,,,,,,,,,,,,,,,,,,,,,,,,
2594,12.121495,0.204723,0.090061,0.342194,,,,,,,,,,,,,,,,,,,,,,,,
2595,12.126168,0.204757,0.091961,0.342125,,,,,,,,,,,,,,,,,,,,,,,,
2596,12.130841,0.204736,0.093727,0.342002,,,,,,,,,,,,,,,,,,,,,,,,
2597,12.135514,0.204753,0.095173,0.341968,,,,,,,,,,,,,,,,,,,,,,,,
2598,12.140187,0.204841,0.096381,0.342012,,,,,,,,,,,,,,,,,,,,,,,,
2599,12.14486,0.204955,0.097456,0.342021,,,,,,,,,,,,,,,,,,,,,,,,
2600,12.149533,0.205023,0.098184,0.342032,,,,,,,,,,,,,,,,,,,,,,,,
2601,12.154206,0.205113,0.098676,0.34207,,,,,,,,,,,,,,,,,,,,,,,,
2602,12.158879,0.205154,0.099086,0.342137,,,,,,,,,,,,,,,,,,,,,,,,
2603,12.163551,0.205121,0.099398,0.342198,,,,,,,,,,,,,,,,,,,,,,,,
2604,12.168224,0.205124,0.099472,0.342274,,,,,,,,,,,,,,,,,,,,,,,,
2605,12.172897,0.205132,0.099362,0.342349,,,,,,,,,,,,,,,,,,,,,,,,
2606,12.17757,0.205132,0.098994,0.342403,,,,,,,,,,,,,,,,,,,,,,,,
2607,12.182243,0.205178,0.09833,0.342496,,,,,,,,,,,,,,,,,,,,,,,,
2608,12.186916,0.205126,0.097457,0.342634,,,,,,,,,,,,,,,,,,,,,,,,
2609,12.191589,0.205121,0.096341,0.342712,,,,,,,,,,,,,,,,,,,,,,,,
2610,12.196262,0.205113,0.095199,0.342751,,,,,,,,,,,,,,,,,,,,,,,,
2611,12.200935,0.205079,0.09393,0.34285,,,,,,,,,,,,,,,,,,,,,,,,
2612,12.205607,0.205019,0.092331,0.342866,,,,,,,,,,,,,,,,,,,,,,,,
2613,12.21028,0.20498,0.090436,0.342826,,,,,,,,,,,,,,,,,,,,,,,,
2614,12.214953,0.204949,0.088341,0.342833,,,,,,,,,,,,,,,,,,,,,,,,
2615,12.219626,0.204857,0.086265,0.342798,,,,,,,,,,,,,,,,,,,,,,,,
2616,12.224299,0.20483,0.084079,0.342741,,,,,,,,,,,,,,,,,,,,,,,,
2617,12.228972,0.204701,0.081822,0.342675,,,,,,,,,,,,,,,,,,,,,,,,
2618,12.233645,0.204614,0.079262,0.342519,,,,,,,,,,,,,,,,,,,,,,,,
2619,12.238318,0.204646,0.076433,0.342441,,,,,,,,,,,,,,,,,,,,,,,,
2620,12.242991,0.204658,0.07364,0.342425,,,,,,,,,,,,,,,,,,,,,,,,
2621,12.247664,0.204703,0.070959,0.342349,,,,,,,,,,,,,,,,,,,,,,,,
2622,12.252336,0.204702,0.06834,0.342164,,,,,,,,,,,,,,,,,,,,,,,,
2623,12.257009,0.204721,0.065767,0.342022,,,,,,,,,,,,,,,,,,,,,,,,
2624,12.261682,0.204738,0.063356,0.341684,,,,,,,,,,,,,,,,,,,,,,,,
2625,12.266355,0.204707,0.061707,0.341433,,,,,,,,,,,,,,,,,,,,,,,,
2626,12.271028,0.204778,0.06114,0.341368,,,,,,,,,,,,,,,,,,,,,,,,
2627,12.275701,0.20472,0.061717,0.341381,,,,,,,,,,,,,,,,,,,,,,,,
2628,12.280374,0.204649,0.063035,0.341371,,,,,,,,,,,,,,,,,,,,,,,,
2629,12.285047,0.204619,0.064454,0.34141,,,,,,,,,,,,,,,,,,,,,,,,
2630,12.28972,0.204538,0.066253,0.341497,,,,,,,,,,,,,,,,,,,,,,,,
2631,12.294393,0.204554,0.068021,0.341627,,,,,,,,,,,,,,,,,,,,,,,,
2632,12.299065,0.204518,0.069924,0.341715,,,,,,,,,,,,,,,,,,,,,,,,
2633,12.303738,0.204419,0.072014,0.341782,,,,,,,,,,,,,,,,,,,,,,,,
2634,12.308411,0.204457,0.073985,0.341822,,,,,,,,,,,,,,,,,,,,,,,,
2635,12.313084,0.204461,0.076062,0.341875,,,,,,,,,,,,,,,,,,,,,,,,
2636,12.317757,0.204477,0.078094,0.341969,,,,,,,,,,,,,,,,,,,,,,,,
2637,12.32243,0.204456,0.080257,0.341963,,,,,,,,,,,,,,,,,,,,,,,,
2638,12.327103,0.204445,0.082547,0.341941,,,,,,,,,,,,,,,,,,,,,,,,
2639,12.331776,0.204472,0.084676,0.341941,,,,,,,,,,,,,,,,,,,,,,,,
2640,12.336449,0.204432,0.086852,0.341885,,,,,,,,,,,,,,,,,,,,,,,,
2641,12.341121,0.204533,0.088784,0.341833,,,,,,,,,,,,,,,,,,,,,,,,
2642,12.345794,0.204493,0.090811,0.341732,,,,,,,,,,,,,,,,,,,,,,,,
2643,12.350467,0.204501,0.092657,0.341594,,,,,,,,,,,,,,,,,,,,,,,,
2644,12.35514,0.204541,0.094213,0.341534,,,,,,,,,,,,,,,,,,,,,,,,
2645,12.359813,0.204616,0.095495,0.341544,,,,,,,,,,,,,,,,,,,,,,,,
2646,12.364486,0.204668,0.096636,0.341553,,,,,,,,,,,,,,,,,,,,,,,,
2647,12.369159,0.204786,0.097503,0.341561,,,,,,,,,,,,,,,,,,,,,,,,
2648,12.373832,0.204899,0.098096,0.341647,,,,,,,,,,,,,,,,,,,,,,,,
2649,12.378505,0.204943,0.098649,0.341689,,,,,,,,,,,,,,,,,,,,,,,,
2650,12.383178,0.204956,0.098958,0.341769,,,,,,,,,,,,,,,,,,,,,,,,
2651,12.38785,0.204999,0.099074,0.341845,,,,,,,,,,,,,,,,,,,,,,,,
2652,12.392523,0.205019,0.099064,0.341896,,,,,,,,,,,,,,,,,,,,,,,,
2653,12.397196,0.204991,0.098876,0.341947,,,,,,,,,,,,,,,,,,,,,,,,
2654,12.401869,0.204979,0.098437,0.342079,,,,,,,,,,,,,,,,,,,,,,,,
2655,12.406542,0.20502,0.097593,0.342221,,,,,,,,,,,,,,,,,,,,,,,,
2656,12.411215,0.204955,0.096631,0.342317,,,,,,,,,,,,,,,,,,,,,,,,
2657,12.415888,0.204981,0.095552,0.342394,,,,,,,,,,,,,,,,,,,,,,,,
2658,12.420561,0.205001,0.094264,0.342524,,,,,,,,,,,,,,,,,,,,,,,,
2659,12.425234,0.204977,0.092838,0.34258,,,,,,,,,,,,,,,,,,,,,,,,
2660,12.429907,0.204898,0.091088,0.34257,,,,,,,,,,,,,,,,,,,,,,,,
2661,12.434579,0.20491,0.089121,0.342626,,,,,,,,,,,,,,,,,,,,,,,,
2662,12.439252,0.204868,0.087067,0.342652,,,,,,,,,,,,,,,,,,,,,,,,
2663,12.443925,0.204808,0.085003,0.342616,,,,,,,,,,,,,,,,,,,,,,,,
2664,12.448598,0.204726,0.082825,0.342566,,,,,,,,,,,,,,,,,,,,,,,,
2665,12.453271,0.204607,0.080452,0.342494,,,,,,,,,,,,,,,,,,,,,,,,
2666,12.457944,0.204615,0.077732,0.342432,,,,,,,,,,,,,,,,,,,,,,,,
2667,12.462617,0.20466,0.07497,0.342476,,,,,,,,,,,,,,,,,,,,,,,,
2668,12.46729,0.204722,0.072375,0.34252,,,,,,,,,,,,,,,,,,,,,,,,
2669,12.471963,0.204749,0.069833,0.342367,,,,,,,,,,,,,,,,,,,,,,,,
2670,12.476636,0.204771,0.067271,0.342193,,,,,,,,,,,,,,,,,,,,,,,,
2671,12.481308,0.204814,0.064825,0.341989,,,,,,,,,,,,,,,,,,,,,,,,
2672,12.485981,0.204722,0.062848,0.34164,,,,,,,,,,,,,,,,,,,,,,,,
2673,12.490654,0.204744,0.061584,0.341508,,,,,,,,,,,,,,,,,,,,,,,,
2674,12.495327,0.204766,0.061113,0.341403,,,,,,,,,,,,,,,,,,,,,,,,
2675,12.5,0.204694,0.061707,0.341335,,,,,,,,,,,,,,,,,,,,,,,,
2676,12.504673,0.204636,0.06299,0.341342,,,,,,,,,,,,,,,,,,,,,,,,
2677,12.509346,0.204578,0.064508,0.341387,,,,,,,,,,,,,,,,,,,,,,,,
2678,12.514019,0.204512,0.066388,0.341466,,,,,,,,,,,,,,,,,,,,,,,,
2679,12.518692,0.204571,0.068134,0.341688,,,,,,,,,,,,,,,,,,,,,,,,
2680,12.523364,0.20454,0.070164,0.341794,,,,,,,,,,,,,,,,,,,,,,,,
2681,12.528037,0.204465,0.072278,0.34186,,,,,,,,,,,,,,,,,,,,,,,,
2682,12.53271,0.204514,0.0743,0.341949,,,,,,,,,,,,,,,,,,,,,,,,
2683,12.537383,0.20452,0.076433,0.342057,,,,,,,,,,,,,,,,,,,,,,,,
2684,12.542056,0.204526,0.078596,0.342066,,,,,,,,,,,,,,,,,,,,,,,,
2685,12.546729,0.204481,0.080944,0.342077,,,,,,,,,,,,,,,,,,,,,,,,
2686,12.551402,0.204564,0.083101,0.342077,,,,,,,,,,,,,,,,,,,,,,,,
2687,12.556075,0.204476,0.085433,0.342021,,,,,,,,,,,,,,,,,,,,,,,,
2688,12.560748,0.204577,0.087413,0.341973,,,,,,,,,,,,,,,,,,,,,,,,
2689,12.565421,0.204546,0.089575,0.341921,,,,,,,,,,,,,,,,,,,,,,,,
2690,12.570093,0.204553,0.091523,0.341862,,,,,,,,,,,,,,,,,,,,,,,,
2691,12.574766,0.20462,0.093194,0.341789,,,,,,,,,,,,,,,,,,,,,,,,
2692,12.579439,0.2047,0.09464,0.341786,,,,,,,,,,,,,,,,,,,,,,,,
2693,12.584112,0.204773,0.095873,0.34187,,,,,,,,,,,,,,,,,,,,,,,,
2694,12.588785,0.204827,0.097029,0.34188,,,,,,,,,,,,,,,,,,,,,,,,
2695,12.593458,0.205035,0.097606,0.341973,,,,,,,,,,,,,,,,,,,,,,,,
2696,12.598131,0.205037,0.098223,0.34204,,,,,,,,,,,,,,,,,,,,,,,,
2697,12.602804,0.205065,0.098728,0.342049,,,,,,,,,,,,,,,,,,,,,,,,
2698,12.607477,0.205143,0.098963,0.342131,,,,,,,,,,,,,,,,,,,,,,,,
2699,12.61215,0.205146,0.099088,0.342251,,,,,,,,,,,,,,,,,,,,,,,,
2700,12.616822,0.205124,0.098953,0.342268,,,,,,,,,,,,,,,,,,,,,,,,
2701,12.621495,0.205128,0.098649,0.3423,,,,,,,,,,,,,,,,,,,,,,,,
2702,12.626168,0.205071,0.098086,0.342445,,,,,,,,,,,,,,,,,,,,,,,,
2703,12.630841,0.205132,0.097142,0.34253,,,,,,,,,,,,,,,,,,,,,,,,
2704,12.635514,0.205066,0.096289,0.342582,,,,,,,,,,,,,,,,,,,,,,,,
2705,12.640187,0.205112,0.095091,0.342704,,,,,,,,,,,,,,,,,,,,,,,,
2706,12.64486,0.205037,0.093776,0.342709,,,,,,,,,,,,,,,,,,,,,,,,
2707,12.649533,0.204939,0.092189,0.342719,,,,,,,,,,,,,,,,,,,,,,,,
2708,12.654206,0.204936,0.090379,0.342761,,,,,,,,,,,,,,,,,,,,,,,,
2709,12.658879,0.204904,0.088435,0.342764,,,,,,,,,,,,,,,,,,,,,,,,
2710,12.663551,0.20486,0.086405,0.342751,,,,,,,,,,,,,,,,,,,,,,,,
2711,12.668224,0.20481,0.084304,0.342727,,,,,,,,,,,,,,,,,,,,,,,,
2712,12.672897,0.2047,0.081986,0.342637,,,,,,,,,,,,,,,,,,,,,,,,
2713,12.67757,0.204591,0.079477,0.342492,,,,,,,,,,,,,,,,,,,,,,,,
2714,12.682243,0.204655,0.076793,0.342478,,,,,,,,,,,,,,,,,,,,,,,,
2715,12.686916,0.20463,0.074248,0.342489,,,,,,,,,,,,,,,,,,,,,,,,
2716,12.691589,0.204721,0.071628,0.342411,,,,,,,,,,,,,,,,,,,,,,,,
2717,12.696262,0.204751,0.069031,0.342208,,,,,,,,,,,,,,,,,,,,,,,,
2718,12.700935,0.204724,0.066543,0.341973,,,,,,,,,,,,,,,,,,,,,,,,
2719,12.705607,0.204621,0.064542,0.341615,,,,,,,,,,,,,,,,,,,,,,,,
2720,12.71028,0.204624,0.062643,0.341396,,,,,,,,,,,,,,,,,,,,,,,,
2721,12.714953,0.204636,0.061639,0.341262,,,,,,,,,,,,,,,,,,,,,,,,
2722,12.719626,0.204627,0.0615,0.341183,,,,,,,,,,,,,,,,,,,,,,,,
2723,12.724299,0.20459,0.062328,0.341101,,,,,,,,,,,,,,,,,,,,,,,,
2724,12.728972,0.204504,0.063722,0.341146,,,,,,,,,,,,,,,,,,,,,,,,
2725,12.733645,0.204478,0.06531,0.341203,,,,,,,,,,,,,,,,,,,,,,,,
2726,12.738318,0.204483,0.067065,0.341369,,,,,,,,,,,,,,,,,,,,,,,,
2727,12.742991,0.204498,0.068994,0.341635,,,,,,,,,,,,,,,,,,,,,,,,
2728,12.747664,0.204467,0.071033,0.341758,,,,,,,,,,,,,,,,,,,,,,,,
2729,12.752336,0.204432,0.073161,0.341842,,,,,,,,,,,,,,,,,,,,,,,,
2730,12.757009,0.204497,0.07525,0.341949,,,,,,,,,,,,,,,,,,,,,,,,
2731,12.761682,0.204532,0.07734,0.342057,,,,,,,,,,,,,,,,,,,,,,,,
2732,12.766355,0.204475,0.079583,0.342059,,,,,,,,,,,,,,,,,,,,,,,,
2733,12.771028,0.204496,0.081761,0.342081,,,,,,,,,,,,,,,,,,,,,,,,
2734,12.775701,0.204478,0.083998,0.34205,,,,,,,,,,,,,,,,,,,,,,,,
2735,12.780374,0.204502,0.086067,0.342019,,,,,,,,,,,,,,,,,,,,,,,,
2736,12.785047,0.204564,0.088117,0.34202,,,,,,,,,,,,,,,,,,,,,,,,
2737,12.78972,0.204591,0.089986,0.341975,,,,,,,,,,,,,,,,,,,,,,,,
2738,12.794393,0.204619,0.091603,0.341941,,,,,,,,,,,,,,,,,,,,,,,,
2739,12.799065,0.20469,0.093011,0.34197,,,,,,,,,,,,,,,,,,,,,,,,
2740,12.803738,0.204815,0.094243,0.342052,,,,,,,,,,,,,,,,,,,,,,,,
2741,12.808411,0.204847,0.095309,0.342062,,,,,,,,,,,,,,,,,,,,,,,,
2742,12.813084,0.204958,0.095794,0.342153,,,,,,,,,,,,,,,,,,,,,,,,
2743,12.817757,0.204953,0.096468,0.342186,,,,,,,,,,,,,,,,,,,,,,,,
2744,12.82243,0.204951,0.096965,0.342168,,,,,,,,,,,,,,,,,,,,,,,,
2745,12.827103,0.204996,0.097117,0.342226,,,,,,,,,,,,,,,,,,,,,,,,
2746,12.831776,0.20501,0.09709,0.342323,,,,,,,,,,,,,,,,,,,,,,,,
2747,12.836449,0.204994,0.096849,0.342387,,,,,,,,,,,,,,,,,,,,,,,,
2748,12.841121,0.204995,0.096443,0.342447,,,,,,,,,,,,,,,,,,,,,,,,
2749,12.845794,0.205098,0.095691,0.342571,,,,,,,,,,,,,,,,,,,,,,,,
2750,12.850467,0.205104,0.094953,0.342636,,,,,,,,,,,,,,,,,,,,,,,,
2751,12.85514,0.205053,0.09393,0.342667,,,,,,,,,,,,,,,,,,,,,,,,
2752,12.859813,0.205002,0.092712,0.342741,,,,,,,,,,,,,,,,,,,,,,,,
2753,12.864486,0.204917,0.091344,0.34272,,,,,,,,,,,,,,,,,,,,,,,,
2754,12.869159,0.204911,0.089691,0.342741,,,,,,,,,,,,,,,,,,,,,,,,
2755,12.873832,0.204893,0.087914,0.342775,,,,,,,,,,,,,,,,,,,,,,,,
2756,12.878505,0.204806,0.086071,0.342738,,,,,,,,,,,,,,,,,,,,,,,,
2757,12.883178,0.204848,0.08382,0.342708,,,,,,,,,,,,,,,,,,,,,,,,
2758,12.88785,0.204676,0.081786,0.342588,,,,,,,,,,,,,,,,,,,,,,,,
2759,12.892523,0.204587,0.079409,0.34247,,,,,,,,,,,,,,,,,,,,,,,,
2760,12.897196,0.204669,0.076778,0.34244,,,,,,,,,,,,,,,,,,,,,,,,
2761,12.901869,0.204614,0.074343,0.342426,,,,,,,,,,,,,,,,,,,,,,,,
2762,12.906542,0.204715,0.071837,0.342375,,,,,,,,,,,,,,,,,,,,,,,,
2763,12.911215,0.204771,0.069363,0.342181,,,,,,,,,,,,,,,,,,,,,,,,
2764,12.915888,0.204718,0.067024,0.341962,,,,,,,,,,,,,,,,,,,,,,,,
2765,12.920561,0.204679,0.064937,0.341726,,,,,,,,,,,,,,,,,,,,,,,,
2766,12.925234,0.204556,0.063291,0.341421,,,,,,,,,,,,,,,,,,,,,,,,
2767,12.929907,0.204599,0.062062,0.341282,,,,,,,,,,,,,,,,,,,,,,,,
2768,12.934579,0.204587,0.061755,0.341184,,,,,,,,,,,,,,,,,,,,,,,,
2769,12.939252,0.204598,0.062325,0.341124,,,,,,,,,,,,,,,,,,,,,,,,
2770,12.943925,0.204512,0.063571,0.341109,,,,,,,,,,,,,,,,,,,,,,,,
2771,12.948598,0.204495,0.064973,0.341159,,,,,,,,,,,,,,,,,,,,,,,,
2772,12.953271,0.204413,0.066737,0.341255,,,,,,,,,,,,,,,,,,,,,,,,
2773,12.957944,0.204485,0.068439,0.341465,,,,,,,,,,,,,,,,,,,,,,,,
2774,12.962617,0.204444,0.070415,0.341598,,,,,,,,,,,,,,,,,,,,,,,,
2775,12.96729,0.20441,0.072491,0.341642,,,,,,,,,,,,,,,,,,,,,,,,
2776,12.971963,0.204438,0.074501,0.341684,,,,,,,,,,,,,,,,,,,,,,,,
2777,12.976636,0.204365,0.076692,0.341705,,,,,,,,,,,,,,,,,,,,,,,,
2778,12.981308,0.204347,0.078788,0.341761,,,,,,,,,,,,,,,,,,,,,,,,
2779,12.985981,0.204359,0.080972,0.341843,,,,,,,,,,,,,,,,,,,,,,,,
2780,12.990654,0.204442,0.083059,0.341861,,,,,,,,,,,,,,,,,,,,,,,,
2781,12.995327,0.204402,0.085309,0.341847,,,,,,,,,,,,,,,,,,,,,,,,
2782,13,0.204504,0.087232,0.341846,,,,,,,,,,,,,,,,,,,,,,,,
2783,13.004673,0.204562,0.089131,0.341811,,,,,,,,,,,,,,,,,,,,,,,,
2784,13.009346,0.204513,0.091101,0.34174,,,,,,,,,,,,,,,,,,,,,,,,
2785,13.014019,0.204551,0.092748,0.341688,,,,,,,,,,,,,,,,,,,,,,,,
2786,13.018692,0.204623,0.094128,0.341749,,,,,,,,,,,,,,,,,,,,,,,,
2787,13.023364,0.20474,0.095311,0.341848,,,,,,,,,,,,,,,,,,,,,,,,
2788,13.028037,0.204862,0.096263,0.34194,,,,,,,,,,,,,,,,,,,,,,,,
2789,13.03271,0.204888,0.096965,0.341959,,,,,,,,,,,,,,,,,,,,,,,,
2790,13.037383,0.205012,0.097274,0.342077,,,,,,,,,,,,,,,,,,,,,,,,
2791,13.042056,0.205032,0.097736,0.342062,,,,,,,,,,,,,,,,,,,,,,,,
2792,13.046729,0.204981,0.098071,0.342101,,,,,,,,,,,,,,,,,,,,,,,,
2793,13.051402,0.204976,0.09813,0.342204,,,,,,,,,,,,,,,,,,,,,,,,
2794,13.056075,0.204987,0.097965,0.342266,,,,,,,,,,,,,,,,,,,,,,,,
2795,13.060748,0.205075,0.097299,0.342414,,,,,,,,,,,,,,,,,,,,,,,,
2796,13.065421,0.205104,0.096483,0.342591,,,,,,,,,,,,,,,,,,,,,,,,
2797,13.070093,0.205144,0.095567,0.342668,,,,,,,,,,,,,,,,,,,,,,,,
2798,13.074766,0.205118,0.094693,0.342769,,,,,,,,,,,,,,,,,,,,,,,,
2799,13.079439,0.205097,0.093557,0.342897,,,,,,,,,,,,,,,,,,,,,,,,
2800,13.084112,0.205006,0.092154,0.342921,,,,,,,,,,,,,,,,,,,,,,,,
2801,13.088785,0.204974,0.09047,0.342925,,,,,,,,,,,,,,,,,,,,,,,,
2802,13.093458,0.204951,0.088625,0.342953,,,,,,,,,,,,,,,,,,,,,,,,
2803,13.098131,0.204956,0.08661,0.342938,,,,,,,,,,,,,,,,,,,,,,,,
2804,13.102804,0.204939,0.084543,0.342905,,,,,,,,,,,,,,,,,,,,,,,,
2805,13.107477,0.204862,0.082284,0.342856,,,,,,,,,,,,,,,,,,,,,,,,
2806,13.11215,0.204673,0.080024,0.342683,,,,,,,,,,,,,,,,,,,,,,,,
2807,13.116822,0.204641,0.077462,0.342581,,,,,,,,,,,,,,,,,,,,,,,,
2808,13.121495,0.204692,0.074811,0.342586,,,,,,,,,,,,,,,,,,,,,,,,
2809,13.126168,0.204743,0.072385,0.34255,,,,,,,,,,,,,,,,,,,,,,,,
2810,13.130841,0.204764,0.069908,0.34235,,,,,,,,,,,,,,,,,,,,,,,,
2811,13.135514,0.204775,0.067437,0.34212,,,,,,,,,,,,,,,,,,,,,,,,
2812,13.140187,0.204761,0.065223,0.341924,,,,,,,,,,,,,,,,,,,,,,,,
2813,13.14486,0.204665,0.063406,0.341605,,,,,,,,,,,,,,,,,,,,,,,,
2814,13.149533,0.204688,0.062113,0.341501,,,,,,,,,,,,,,,,,,,,,,,,
2815,13.154206,0.204723,0.061591,0.341475,,,,,,,,,,,,,,,,,,,,,,,,
2816,13.158879,0.204743,0.061998,0.341472,,,,,,,,,,,,,,,,,,,,,,,,
2817,13.163551,0.204695,0.063158,0.341545,,,,,,,,,,,,,,,,,,,,,,,,
2818,13.168224,0.204702,0.064512,0.341702,,,,,,,,,,,,,,,,,,,,,,,,
2819,13.172897,0.204701,0.066105,0.341897,,,,,,,,,,,,,,,,,,,,,,,,
2820,13.17757,0.204705,0.06794,0.342031,,,,,,,,,,,,,,,,,,,,,,,,
2821,13.182243,0.204658,0.069966,0.342192,,,,,,,,,,,,,,,,,,,,,,,,
2822,13.186916,0.204728,0.071799,0.342375,,,,,,,,,,,,,,,,,,,,,,,,
2823,13.191589,0.204737,0.073824,0.342444,,,,,,,,,,,,,,,,,,,,,,,,
2824,13.196262,0.204678,0.076021,0.342417,,,,,,,,,,,,,,,,,,,,,,,,
2825,13.200935,0.204638,0.07811,0.342378,,,,,,,,,,,,,,,,,,,,,,,,
2826,13.205607,0.20452,0.080406,0.342353,,,,,,,,,,,,,,,,,,,,,,,,
2827,13.21028,0.204599,0.082485,0.342337,,,,,,,,,,,,,,,,,,,,,,,,
2828,13.214953,0.204565,0.084704,0.342263,,,,,,,,,,,,,,,,,,,,,,,,
2829,13.219626,0.204544,0.086781,0.342153,,,,,,,,,,,,,,,,,,,,,,,,
2830,13.224299,0.204637,0.088661,0.342055,,,,,,,,,,,,,,,,,,,,,,,,
2831,13.228972,0.204612,0.090561,0.341944,,,,,,,,,,,,,,,,,,,,,,,,
2832,13.233645,0.204577,0.092398,0.341757,,,,,,,,,,,,,,,,,,,,,,,,
2833,13.238318,0.204628,0.093935,0.341706,,,,,,,,,,,,,,,,,,,,,,,,
2834,13.242991,0.204679,0.095211,0.34171,,,,,,,,,,,,,,,,,,,,,,,,
2835,13.247664,0.204761,0.096352,0.341729,,,,,,,,,,,,,,,,,,,,,,,,
2836,13.252336,0.204794,0.09731,0.341702,,,,,,,,,,,,,,,,,,,,,,,,
2837,13.257009,0.204969,0.097712,0.341793,,,,,,,,,,,,,,,,,,,,,,,,
2838,13.261682,0.204945,0.098241,0.341808,,,,,,,,,,,,,,,,,,,,,,,,
2839,13.266355,0.204939,0.098644,0.341833,,,,,,,,,,,,,,,,,,,,,,,,
2840,13.271028,0.204957,0.098737,0.341912,,,,,,,,,,,,,,,,,,,,,,,,
2841,13.275701,0.204959,0.098668,0.341961,,,,,,,,,,,,,,,,,,,,,,,,
2842,13.280374,0.204921,0.098413,0.341961,,,,,,,,,,,,,,,,,,,,,,,,
2843,13.285047,0.205013,0.097765,0.342049,,,,,,,,,,,,,,,,,,,,,,,,
2844,13.28972,0.204929,0.09698,0.342151,,,,,,,,,,,,,,,,,,,,,,,,
2845,13.294393,0.204985,0.095911,0.342228,,,,,,,,,,,,,,,,,,,,,,,,
2846,13.299065,0.204913,0.094945,0.342251,,,,,,,,,,,,,,,,,,,,,,,,
2847,13.303738,0.204879,0.093744,0.342347,,,,,,,,,,,,,,,,,,,,,,,,
2848,13.308411,0.20478,0.092273,0.342348,,,,,,,,,,,,,,,,,,,,,,,,
2849,13.313084,0.204764,0.090431,0.342344,,,,,,,,,,,,,,,,,,,,,,,,
2850,13.317757,0.20479,0.088417,0.342386,,,,,,,,,,,,,,,,,,,,,,,,
2851,13.32243,0.204653,0.08653,0.342371,,,,,,,,,,,,,,,,,,,,,,,,
2852,13.327103,0.204644,0.084364,0.342349,,,,,,,,,,,,,,,,,,,,,,,,
2853,13.331776,0.204602,0.082085,0.342397,,,,,,,,,,,,,,,,,,,,,,,,
2854,13.336449,0.204547,0.079542,0.342363,,,,,,,,,,,,,,,,,,,,,,,,
2855,13.341121,0.204646,0.076738,0.342357,,,,,,,,,,,,,,,,,,,,,,,,
2856,13.345794,0.204633,0.07406,0.342383,,,,,,,,,,,,,,,,,,,,,,,,
2857,13.350467,0.204701,0.071398,0.342386,,,,,,,,,,,,,,,,,,,,,,,,
2858,13.35514,0.204754,0.068804,0.342284,,,,,,,,,,,,,,,,,,,,,,,,
2859,13.359813,0.204808,0.06625,0.342155,,,,,,,,,,,,,,,,,,,,,,,,
2860,13.364486,0.204775,0.063912,0.341906,,,,,,,,,,,,,,,,,,,,,,,,
2861,13.369159,0.204726,0.062194,0.341566,,,,,,,,,,,,,,,,,,,,,,,,
2862,13.373832,0.204742,0.061424,0.34142,,,,,,,,,,,,,,,,,,,,,,,,
2863,13.378505,0.204652,0.061754,0.341365,,,,,,,,,,,,,,,,,,,,,,,,
2864,13.383178,0.204634,0.062858,0.341282,,,,,,,,,,,,,,,,,,,,,,,,
2865,13.38785,0.204568,0.064203,0.341277,,,,,,,,,,,,,,,,,,,,,,,,
2866,13.392523,0.204474,0.065834,0.341223,,,,,,,,,,,,,,,,,,,,,,,,
2867,13.397196,0.204419,0.067701,0.341265,,,,,,,,,,,,,,,,,,,,,,,,
2868,13.401869,0.204359,0.06957,0.341359,,,,,,,,,,,,,,,,,,,,,,,,
2869,13.406542,0.204352,0.071366,0.341439,,,,,,,,,,,,,,,,,,,,,,,,
2870,13.411215,0.204306,0.073448,0.341451,,,,,,,,,,,,,,,,,,,,,,,,
2871,13.415888,0.204249,0.075629,0.341431,,,,,,,,,,,,,,,,,,,,,,,,
2872,13.420561,0.204242,0.077701,0.34143,,,,,,,,,,,,,,,,,,,,,,,,
2873,13.425234,0.204168,0.07999,0.341412,,,,,,,,,,,,,,,,,,,,,,,,
2874,13.429907,0.204304,0.082021,0.341478,,,,,,,,,,,,,,,,,,,,,,,,
2875,13.434579,0.204303,0.084231,0.341569,,,,,,,,,,,,,,,,,,,,,,,,
2876,13.439252,0.204378,0.086234,0.341573,,,,,,,,,,,,,,,,,,,,,,,,
2877,13.443925,0.204426,0.088245,0.341543,,,,,,,,,,,,,,,,,,,,,,,,
2878,13.448598,0.204385,0.090354,0.341479,,,,,,,,,,,,,,,,,,,,,,,,
2879,13.453271,0.204454,0.092151,0.341428,,,,,,,,,,,,,,,,,,,,,,,,
2880,13.457944,0.204527,0.09372,0.341417,,,,,,,,,,,,,,,,,,,,,,,,
2881,13.462617,0.20455,0.095117,0.341434,,,,,,,,,,,,,,,,,,,,,,,,
2882,13.46729,0.204626,0.096337,0.341497,,,,,,,,,,,,,,,,,,,,,,,,
2883,13.471963,0.204752,0.097301,0.341586,,,,,,,,,,,,,,,,,,,,,,,,
2884,13.476636,0.204929,0.097864,0.341712,,,,,,,,,,,,,,,,,,,,,,,,
2885,13.481308,0.204958,0.098458,0.341801,,,,,,,,,,,,,,,,,,,,,,,,
2886,13.485981,0.204996,0.098815,0.341904,,,,,,,,,,,,,,,,,,,,,,,,
